creative,feature,model,train,tone
USSEN/MN KLOBUCHAR PAUL WALSER,text,lsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,text,nsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,text,knn,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,text,rf,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,text,nb,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,music,lsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,music,nsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,music,knn,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,music,rf,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,music,nb,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,both,lsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,both,nsvm,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,both,knn,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,both,rf,1,1
USSEN/MN KLOBUCHAR PAUL WALSER,both,nb,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,text,lsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,text,nsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,text,knn,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,text,rf,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,text,nb,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,music,lsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,music,nsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,music,knn,1,0
USSEN/MN KLOBUCHAR VETERANS BENEFITS,music,rf,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,music,nb,1,0
USSEN/MN KLOBUCHAR VETERANS BENEFITS,both,lsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,both,nsvm,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,both,knn,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,both,rf,1,1
USSEN/MN KLOBUCHAR VETERANS BENEFITS,both,nb,1,1
USSEN/MN MCFADDEN HIDING 15,text,lsvm,1,0
USSEN/MN MCFADDEN HIDING 15,text,nsvm,1,0
USSEN/MN MCFADDEN HIDING 15,text,knn,1,0
USSEN/MN MCFADDEN HIDING 15,text,rf,1,0
USSEN/MN MCFADDEN HIDING 15,text,nb,1,0
USSEN/MN MCFADDEN HIDING 15,music,lsvm,1,1
USSEN/MN MCFADDEN HIDING 15,music,nsvm,1,0
USSEN/MN MCFADDEN HIDING 15,music,knn,1,1
USSEN/MN MCFADDEN HIDING 15,music,rf,1,0
USSEN/MN MCFADDEN HIDING 15,music,nb,1,1
USSEN/MN MCFADDEN HIDING 15,both,lsvm,1,0
USSEN/MN MCFADDEN HIDING 15,both,nsvm,1,0
USSEN/MN MCFADDEN HIDING 15,both,knn,1,1
USSEN/MN MCFADDEN HIDING 15,both,rf,1,0
USSEN/MN MCFADDEN HIDING 15,both,nb,1,1
USSEN/MN MCFADDEN MOLLY,text,lsvm,0,1
USSEN/MN MCFADDEN MOLLY,text,nsvm,0,1
USSEN/MN MCFADDEN MOLLY,text,knn,0,1
USSEN/MN MCFADDEN MOLLY,text,rf,0,1
USSEN/MN MCFADDEN MOLLY,text,nb,0,1
USSEN/MN MCFADDEN MOLLY,music,lsvm,0,1
USSEN/MN MCFADDEN MOLLY,music,nsvm,0,1
USSEN/MN MCFADDEN MOLLY,music,knn,0,1
USSEN/MN MCFADDEN MOLLY,music,rf,0,1
USSEN/MN MCFADDEN MOLLY,music,nb,0,1
USSEN/MN MCFADDEN MOLLY,both,lsvm,0,1
USSEN/MN MCFADDEN MOLLY,both,nsvm,0,1
USSEN/MN MCFADDEN MOLLY,both,knn,0,1
USSEN/MN MCFADDEN MOLLY,both,rf,0,1
USSEN/MN MCFADDEN MOLLY,both,nb,0,1
USSEN/MO AKIN 6 YEAR RECORD,text,lsvm,1,0
USSEN/MO AKIN 6 YEAR RECORD,text,nsvm,1,0
USSEN/MO AKIN 6 YEAR RECORD,text,knn,1,0
USSEN/MO AKIN 6 YEAR RECORD,text,rf,1,0
USSEN/MO AKIN 6 YEAR RECORD,text,nb,1,0
USSEN/MO AKIN 6 YEAR RECORD,music,lsvm,1,1
USSEN/MO AKIN 6 YEAR RECORD,music,nsvm,1,1
USSEN/MO AKIN 6 YEAR RECORD,music,knn,1,1
USSEN/MO AKIN 6 YEAR RECORD,music,rf,1,0
USSEN/MO AKIN 6 YEAR RECORD,music,nb,1,1
USSEN/MO AKIN 6 YEAR RECORD,both,lsvm,1,0
USSEN/MO AKIN 6 YEAR RECORD,both,nsvm,1,0
USSEN/MO AKIN 6 YEAR RECORD,both,knn,1,0
USSEN/MO AKIN 6 YEAR RECORD,both,rf,1,0
USSEN/MO AKIN 6 YEAR RECORD,both,nb,1,0
USSEN/MO AKIN BROKE OUR TRUST,text,lsvm,1,0
USSEN/MO AKIN BROKE OUR TRUST,text,nsvm,1,0
USSEN/MO AKIN BROKE OUR TRUST,text,knn,1,0
USSEN/MO AKIN BROKE OUR TRUST,text,rf,1,0
USSEN/MO AKIN BROKE OUR TRUST,text,nb,1,0
USSEN/MO AKIN BROKE OUR TRUST,music,lsvm,1,1
USSEN/MO AKIN BROKE OUR TRUST,music,nsvm,1,0
USSEN/MO AKIN BROKE OUR TRUST,music,knn,1,0
USSEN/MO AKIN BROKE OUR TRUST,music,rf,1,0
USSEN/MO AKIN BROKE OUR TRUST,music,nb,1,1
USSEN/MO AKIN BROKE OUR TRUST,both,lsvm,1,0
USSEN/MO AKIN BROKE OUR TRUST,both,nsvm,1,0
USSEN/MO AKIN BROKE OUR TRUST,both,knn,1,1
USSEN/MO AKIN BROKE OUR TRUST,both,rf,1,0
USSEN/MO AKIN BROKE OUR TRUST,both,nb,1,0
USSEN/MO AKIN CORRUPT CLAIRE,text,lsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,text,nsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,text,knn,1,0
USSEN/MO AKIN CORRUPT CLAIRE,text,rf,1,0
USSEN/MO AKIN CORRUPT CLAIRE,text,nb,1,0
USSEN/MO AKIN CORRUPT CLAIRE,music,lsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,music,nsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,music,knn,1,0
USSEN/MO AKIN CORRUPT CLAIRE,music,rf,1,0
USSEN/MO AKIN CORRUPT CLAIRE,music,nb,1,0
USSEN/MO AKIN CORRUPT CLAIRE,both,lsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,both,nsvm,1,0
USSEN/MO AKIN CORRUPT CLAIRE,both,knn,1,1
USSEN/MO AKIN CORRUPT CLAIRE,both,rf,1,0
USSEN/MO AKIN CORRUPT CLAIRE,both,nb,1,0
USSEN/MO AKIN GETTING RICH OFF US,text,lsvm,1,0
USSEN/MO AKIN GETTING RICH OFF US,text,nsvm,1,0
USSEN/MO AKIN GETTING RICH OFF US,text,knn,1,0
USSEN/MO AKIN GETTING RICH OFF US,text,rf,1,0
USSEN/MO AKIN GETTING RICH OFF US,text,nb,1,0
USSEN/MO AKIN GETTING RICH OFF US,music,lsvm,1,1
USSEN/MO AKIN GETTING RICH OFF US,music,nsvm,1,0
USSEN/MO AKIN GETTING RICH OFF US,music,knn,1,1
USSEN/MO AKIN GETTING RICH OFF US,music,rf,1,0
USSEN/MO AKIN GETTING RICH OFF US,music,nb,1,0
USSEN/MO AKIN GETTING RICH OFF US,both,lsvm,1,0
USSEN/MO AKIN GETTING RICH OFF US,both,nsvm,1,0
USSEN/MO AKIN GETTING RICH OFF US,both,knn,1,1
USSEN/MO AKIN GETTING RICH OFF US,both,rf,1,0
USSEN/MO AKIN GETTING RICH OFF US,both,nb,1,0
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,text,lsvm,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,text,nsvm,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,text,knn,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,text,rf,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,text,nb,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,music,lsvm,1,0
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,music,nsvm,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,music,knn,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,music,rf,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,music,nb,1,0
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,both,lsvm,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,both,nsvm,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,both,knn,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,both,rf,1,1
USSEN/MO AKIN HUCKABEE ENDORSEMENT 3,both,nb,1,1
USSEN/MO AKIN I APOLOGIZE,text,lsvm,0,0
USSEN/MO AKIN I APOLOGIZE,text,nsvm,0,0
USSEN/MO AKIN I APOLOGIZE,text,knn,0,0
USSEN/MO AKIN I APOLOGIZE,text,rf,0,0
USSEN/MO AKIN I APOLOGIZE,text,nb,0,0
USSEN/MO AKIN I APOLOGIZE,music,lsvm,0,1
USSEN/MO AKIN I APOLOGIZE,music,nsvm,0,1
USSEN/MO AKIN I APOLOGIZE,music,knn,0,1
USSEN/MO AKIN I APOLOGIZE,music,rf,0,1
USSEN/MO AKIN I APOLOGIZE,music,nb,0,1
USSEN/MO AKIN I APOLOGIZE,both,lsvm,0,0
USSEN/MO AKIN I APOLOGIZE,both,nsvm,0,1
USSEN/MO AKIN I APOLOGIZE,both,knn,0,1
USSEN/MO AKIN I APOLOGIZE,both,rf,0,1
USSEN/MO AKIN I APOLOGIZE,both,nb,0,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,text,lsvm,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,text,nsvm,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,text,knn,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,text,rf,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,text,nb,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,music,lsvm,1,1
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,music,nsvm,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,music,knn,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,music,rf,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,music,nb,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,both,lsvm,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,both,nsvm,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,both,knn,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,both,rf,1,0
USSEN/MO AKIN MISLEADING DECEPTIVE FALSE,both,nb,1,0
USSEN/MO AKIN SELLING US OUT,text,lsvm,0,0
USSEN/MO AKIN SELLING US OUT,text,nsvm,0,0
USSEN/MO AKIN SELLING US OUT,text,knn,0,0
USSEN/MO AKIN SELLING US OUT,text,rf,0,0
USSEN/MO AKIN SELLING US OUT,text,nb,0,0
USSEN/MO AKIN SELLING US OUT,music,lsvm,0,0
USSEN/MO AKIN SELLING US OUT,music,nsvm,0,0
USSEN/MO AKIN SELLING US OUT,music,knn,0,0
USSEN/MO AKIN SELLING US OUT,music,rf,0,0
USSEN/MO AKIN SELLING US OUT,music,nb,0,0
USSEN/MO AKIN SELLING US OUT,both,lsvm,0,0
USSEN/MO AKIN SELLING US OUT,both,nsvm,0,0
USSEN/MO AKIN SELLING US OUT,both,knn,0,1
USSEN/MO AKIN SELLING US OUT,both,rf,0,0
USSEN/MO AKIN SELLING US OUT,both,nb,0,0
USSEN/MO AKIN STRONGER FAMILIES,text,lsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,text,nsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,text,knn,1,1
USSEN/MO AKIN STRONGER FAMILIES,text,rf,1,1
USSEN/MO AKIN STRONGER FAMILIES,text,nb,1,1
USSEN/MO AKIN STRONGER FAMILIES,music,lsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,music,nsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,music,knn,1,0
USSEN/MO AKIN STRONGER FAMILIES,music,rf,1,1
USSEN/MO AKIN STRONGER FAMILIES,music,nb,1,0
USSEN/MO AKIN STRONGER FAMILIES,both,lsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,both,nsvm,1,1
USSEN/MO AKIN STRONGER FAMILIES,both,knn,1,1
USSEN/MO AKIN STRONGER FAMILIES,both,rf,1,1
USSEN/MO AKIN STRONGER FAMILIES,both,nb,1,1
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,text,lsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,text,nsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,text,knn,0,1
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,text,rf,0,1
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,text,nb,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,music,lsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,music,nsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,music,knn,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,music,rf,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,music,nb,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,both,lsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,both,nsvm,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,both,knn,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,both,rf,0,0
USSEN/MO MCCASKILL CHINESE TRADE VIOLATIONS,both,nb,0,0
USSEN/MO MCCASKILL COMMON SENSE WAY,text,lsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,text,nsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,text,knn,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,text,rf,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,text,nb,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,music,lsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,music,nsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,music,knn,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,music,rf,0,0
USSEN/MO MCCASKILL COMMON SENSE WAY,music,nb,0,0
USSEN/MO MCCASKILL COMMON SENSE WAY,both,lsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,both,nsvm,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,both,knn,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,both,rf,0,1
USSEN/MO MCCASKILL COMMON SENSE WAY,both,nb,0,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,text,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,text,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,text,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,text,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,text,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,music,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,music,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,music,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,music,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,music,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,both,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,both,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,both,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,both,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION,both,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,text,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,text,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,text,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,text,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,text,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,music,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,music,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,music,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,music,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,music,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,both,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,both,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,both,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,both,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 2,both,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,text,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,text,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,text,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,text,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,text,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,music,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,music,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,music,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,music,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,music,nb,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,both,lsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,both,nsvm,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,both,knn,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,both,rf,1,0
USSEN/MO MCCASKILL EMERGENCY CONTRACEPTION 3,both,nb,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,text,lsvm,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,text,nsvm,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,text,knn,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,text,rf,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,text,nb,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,music,lsvm,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,music,nsvm,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,music,knn,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,music,rf,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,music,nb,1,0
USSEN/MO MCCASKILL FAMILY AND MO FIRST,both,lsvm,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,both,nsvm,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,both,knn,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,both,rf,1,1
USSEN/MO MCCASKILL FAMILY AND MO FIRST,both,nb,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,text,lsvm,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,text,nsvm,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,text,knn,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,text,rf,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,text,nb,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,music,lsvm,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,music,nsvm,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,music,knn,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,music,rf,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,music,nb,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,both,lsvm,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,both,nsvm,1,0
USSEN/MO MCCASKILL NOT FROM AROUND HERE,both,knn,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,both,rf,1,1
USSEN/MO MCCASKILL NOT FROM AROUND HERE,both,nb,1,0
USSEN/MO MCCASKILL NUMBER 50,text,lsvm,0,1
USSEN/MO MCCASKILL NUMBER 50,text,nsvm,0,1
USSEN/MO MCCASKILL NUMBER 50,text,knn,0,1
USSEN/MO MCCASKILL NUMBER 50,text,rf,0,1
USSEN/MO MCCASKILL NUMBER 50,text,nb,0,1
USSEN/MO MCCASKILL NUMBER 50,music,lsvm,0,1
USSEN/MO MCCASKILL NUMBER 50,music,nsvm,0,0
USSEN/MO MCCASKILL NUMBER 50,music,knn,0,1
USSEN/MO MCCASKILL NUMBER 50,music,rf,0,1
USSEN/MO MCCASKILL NUMBER 50,music,nb,0,0
USSEN/MO MCCASKILL NUMBER 50,both,lsvm,0,1
USSEN/MO MCCASKILL NUMBER 50,both,nsvm,0,1
USSEN/MO MCCASKILL NUMBER 50,both,knn,0,0
USSEN/MO MCCASKILL NUMBER 50,both,rf,0,1
USSEN/MO MCCASKILL NUMBER 50,both,nb,0,0
USSEN/MO MCCASKILL SCARY,text,lsvm,1,0
USSEN/MO MCCASKILL SCARY,text,nsvm,1,0
USSEN/MO MCCASKILL SCARY,text,knn,1,0
USSEN/MO MCCASKILL SCARY,text,rf,1,0
USSEN/MO MCCASKILL SCARY,text,nb,1,0
USSEN/MO MCCASKILL SCARY,music,lsvm,1,1
USSEN/MO MCCASKILL SCARY,music,nsvm,1,0
USSEN/MO MCCASKILL SCARY,music,knn,1,0
USSEN/MO MCCASKILL SCARY,music,rf,1,0
USSEN/MO MCCASKILL SCARY,music,nb,1,0
USSEN/MO MCCASKILL SCARY,both,lsvm,1,0
USSEN/MO MCCASKILL SCARY,both,nsvm,1,0
USSEN/MO MCCASKILL SCARY,both,knn,1,0
USSEN/MO MCCASKILL SCARY,both,rf,1,0
USSEN/MO MCCASKILL SCARY,both,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES,text,lsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES,text,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES,text,knn,1,1
USSEN/MO MCCASKILL SHARED VALUES,text,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES,text,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES,music,lsvm,1,1
USSEN/MO MCCASKILL SHARED VALUES,music,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES,music,knn,1,0
USSEN/MO MCCASKILL SHARED VALUES,music,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES,music,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES,both,lsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES,both,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES,both,knn,1,0
USSEN/MO MCCASKILL SHARED VALUES,both,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES,both,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,text,lsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,text,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,text,knn,1,1
USSEN/MO MCCASKILL SHARED VALUES REV,text,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,text,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,music,lsvm,1,1
USSEN/MO MCCASKILL SHARED VALUES REV,music,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,music,knn,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,music,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,music,nb,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,both,lsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,both,nsvm,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,both,knn,1,1
USSEN/MO MCCASKILL SHARED VALUES REV,both,rf,1,0
USSEN/MO MCCASKILL SHARED VALUES REV,both,nb,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,text,lsvm,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,text,nsvm,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,text,knn,1,1
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,text,rf,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,text,nb,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,music,lsvm,1,1
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,music,nsvm,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,music,knn,1,1
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,music,rf,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,music,nb,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,both,lsvm,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,both,nsvm,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,both,knn,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,both,rf,1,0
USSEN/MO MCCASKILL SOCIAL SECURITY AND MEDICARE,both,nb,1,0
USSEN/MO MCCASKILL STUDENT LOANS,text,lsvm,1,0
USSEN/MO MCCASKILL STUDENT LOANS,text,nsvm,1,0
USSEN/MO MCCASKILL STUDENT LOANS,text,knn,1,1
USSEN/MO MCCASKILL STUDENT LOANS,text,rf,1,0
USSEN/MO MCCASKILL STUDENT LOANS,text,nb,1,0
USSEN/MO MCCASKILL STUDENT LOANS,music,lsvm,1,1
USSEN/MO MCCASKILL STUDENT LOANS,music,nsvm,1,0
USSEN/MO MCCASKILL STUDENT LOANS,music,knn,1,1
USSEN/MO MCCASKILL STUDENT LOANS,music,rf,1,0
USSEN/MO MCCASKILL STUDENT LOANS,music,nb,1,0
USSEN/MO MCCASKILL STUDENT LOANS,both,lsvm,1,0
USSEN/MO MCCASKILL STUDENT LOANS,both,nsvm,1,1
USSEN/MO MCCASKILL STUDENT LOANS,both,knn,1,1
USSEN/MO MCCASKILL STUDENT LOANS,both,rf,1,0
USSEN/MO MCCASKILL STUDENT LOANS,both,nb,1,0
USSEN/MO MCCASKILL TIMELINE,text,lsvm,1,0
USSEN/MO MCCASKILL TIMELINE,text,nsvm,1,0
USSEN/MO MCCASKILL TIMELINE,text,knn,1,0
USSEN/MO MCCASKILL TIMELINE,text,rf,1,0
