creative,train,uid,music1,music2,music3,music4
USSEN/NM WEH NEGATIVE ATTACKS 15,1,LUjcvsXrWCI,0,0,1,1
USSEN/NM WEH RESTORING LEADERSHIP,1,ICrfQLVyeCo,1,1,0,1
USSEN/NM WEH SO WHAT,1,fxTCP1T7cjo,0,0,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,1,mbkQaRYEx-U,0,0,1,1
USSEN/NM WEH UDALL FOR OBAMACARE,1,WqNoAbZuV9E,1,0,0,1
USSEN/NM WEH WASHINGTON IS BROKEN,1,5WBzikrjTwc,1,0,0,1
USSEN/NM WEH WHAT DOES THAT TELL YOU 15,0,xilEuODUiWc,0,0,0,1
USSEN/NM WEH WHO'S DOING BETTER,1,d0KV6S3_100,1,0,0,1
USSEN/NM WILSON AIR FORCE ACADEMY,0,VZos36SgHL8,0,1,0,0
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,1,EJ5bcNCOL-w,0,1,0,0
USSEN/NM WILSON DEFENSE CUTS,1,SGA6V1u-17k,1,0,1,0
USSEN/NM WILSON DEMOCRATS,0,BY6igjxj0Fc,0,1,0,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,0,p62fBLbRUeg,1,0,0,1
USSEN/NM WILSON HONOR CODE,0,dsi8BhRFflE,0,1,0,0
USSEN/NM WILSON HOW I SEE IT,1,WSHRuQlD0qQ,0,1,0,0
USSEN/NM WILSON KNOWINGLY,1,mcNOhUkbYG4,1,0,1,1
USSEN/NM WILSON MAKING THINGS WORSE,1,WhhwvVaAClo,1,0,0,1
USSEN/NM WILSON OUR MOM,1,Vo14mTfFmhU,0,1,0,0
USSEN/NM WILSON SOCIAL SECURITY CARD,1,qj2eu9d0lZI,0,0,1,0
USSEN/NM WILSON STICK TO A BUDGET,0,WAo6OXtRXHM,0,0,1,1
USSEN/NM WILSON STILL WAITING,1,N_wQ4Qi2TSQ,0,0,1,1
USSEN/NM WILSON THE WASHINGTON DIRECTION,1,BdyYyMETGjA,1,0,0,1
USSEN/NM WILSON WALL STREET BONUSES,1,nHlgrCSedpE,1,0,0,1
USSEN/NV BERKLEY NEVER BEEN FOR YOU,1,kOZ-AwWSc3Q,1,0,0,1
USSEN/NV BERKLEY REALLY NOT FOR YOU,1,eQfK8x6qR4A,1,1,1,1
USSEN/NV BERKLEY STRENGTHENED MEDICARE,1,PXToogaNIio,1,1,0,1
USSEN/NV BERKLEY TWISTED AND NOT TRUE,0,JO5i4LAnESw,1,1,0,1
USSEN/NY GILLIBRAND 9-11 HEALTH BILL,1,Hs_zvj5H7Ns,0,1,1,0
USSEN/NY GILLIBRAND EXACT SAME RULES,0,3W3GiJatLg4,0,1,0,0
USSEN/NY GILLIBRAND MANUFACTURING PLANTS,1,4z_KA8VScos,0,1,0,0
USSEN/NY GILLIBRAND REBUILD OUR ECONOMY,1,U8iVTQRa3es,0,1,0,0
USSEN/NY GILLIBRAND WOMEN'S ISSUES,1,WMp6bIu4oHY,0,1,0,0
USSEN/OH BROWN A REAL CHOICE,0,YCphesc_LLM,1,0,0,1
USSEN/OH BROWN BOTH FROM OHIO,1,uebRNfk5td4,0,1,0,0
USSEN/OH BROWN DISPATCH ENDORSEMENT,1,OwkSYQVgvZs,0,1,0,1
USSEN/OH BROWN ENQUIRER ENDORSEMENT,1,AmPcVYnCy30,0,1,0,0
USSEN/OH BROWN FAIR CHINA TRADE,1,1k9z7WwaJQY,0,1,0,0
USSEN/OH BROWN JOHN BETTS 60,1,RxZTZuVuVak,0,0,1,0
USSEN/OH BROWN JOHN GLENN ENDORSEMENT,0,GBlJvSqgVHo,0,1,1,1
USSEN/OH MANDEL ABSENTEE SENATOR,0,M0SGsDB0Hfc,1,1,0,1
USSEN/OH MANDEL DEAD WRONG,0,goa5HYWQDBo,0,1,0,0
USSEN/OH MANDEL FALSE DECEIVING DISHONEST,1,LJBp5dAEMck,1,1,0,1
USSEN/OH MANDEL NOT PAYING HIS TAXES,0,BrjhDx8Ooxk,1,0,0,1
USSEN/OH MANDEL THE REAL MANDEL,1,LV65bydhoCU,0,1,0,0
USSEN/OH MANDEL TIME FOR A CHANGE,1,GNIfjJUZxFU,1,1,0,1
USSEN/OK INHOFE AIR,1,z0Xl1UFaUpg,0,1,0,0
USSEN/OK INHOFE DEEDS 60,1,N9P7qI5H56g,0,1,1,0
USSEN/OK INHOFE FLIGHT,1,jOSL-O8hM3o,0,1,0,0
USSEN/OK INHOFE LONG CAMPAIGN,1,GVpvG3tMAHY,0,1,1,0
USSEN/OR MERKLEY FIGHTER,1,1rIiBOQB9SM,0,1,1,1
USSEN/OR MERKLEY FIRST,0,jWqveyTo0lA,0,1,0,0
USSEN/OR MERKLEY GARAGE,1,l_fb28L3x2Y,0,1,0,1
USSEN/OR MERKLEY HANDS,1,VP_7GF1mdXY,0,1,0,0
USSEN/OR MERKLEY MILLIONS,1,CtK5mr63PaE,1,0,1,1
USSEN/OR MERKLEY ON OUR SIDE,1,zEafzuHDbNY,1,1,1,1
USSEN/OR MERKLEY VALUES,1,Algbk5SA9Qg,0,1,0,0
USSEN/OR MERKLEY WORD FOR WORD,1,YUtHaHYb8IQ,0,0,1,1
USSEN/OR WEHBY ACCOUNTABILITY,1,B50HvR0x3Bw,0,1,0,0
USSEN/OR WEHBY BEN WEST,1,qAQ6fH1CFwg,0,1,1,0
USSEN/OR WEHBY DO WHAT'S RIGHT,1,1AP93RFsVDI,1,1,0,0
USSEN/PA CASEY COMPLETELY FALSE,1,IcMb5M3-kSA,0,1,0,1
USSEN/PA CASEY DEFENSE CONTRACTORS 60,1,-HbCGg6dUmU,0,1,1,1
USSEN/PA CASEY MILITARY STEEL,0,Vt2ZffE05cc,0,1,0,0
USSEN/PA CASEY WHEN I WAS A KID,0,SliqJpKqldA,0,1,0,0
USSEN/PA NRSC&SMITH RECORD OF FAILURE,1,PJ5R7CRXEz8,0,1,0,0
USSEN/PA SMITH FAILED CAREER POLITICIAN,1,yP4uHMHe3_M,1,1,0,1
USSEN/PA SMITH FED UP,1,s5hAzjyrBYY,0,1,0,0
USSEN/PA SMITH NOT TRUE,1,Lkq6he8oGRM,1,1,0,1
USSEN/PA SMITH PLAN,1,RN0Oy7wmFpI,0,1,0,0
USSEN/PA SMITH PROTECT SS AND MEDICARE,1,7jTednijVcs,1,1,1,1
USSEN/PA SMITH WAR ON COAL,1,gdmvY9bkxGc,0,1,1,0
USSEN/RI HINCKLEY HUNDREDS OF JOBS,0,vxS0DeazBW0,1,1,0,1
USSEN/RI HINCKLEY INSIDER TRADING,0,aX_EQYEyygE,1,0,0,1
USSEN/RI HINCKLEY MORE JOBS LESS POLITICS,1,GXnV13XyxRI,0,1,0,0
USSEN/RI REED SERVICE 60,0,7ojkh2Rv7F0,0,1,0,0
USSEN/RI REED STUDENT LOANS,0,SzR_hG-POy8,0,1,0,0
USSEN/RI REED SUBS,1,Q-zkImVYLfo,0,1,0,0
USSEN/RI WHITEHOUSE MEDICARE CUTS,1,G5OhiTWKvJc,0,1,0,0
USSEN/RI WHITEHOUSE NEVER STOPPED 60,1,kKEpfBZxJjE,0,1,0,0
USSEN/RI WHITEHOUSE OUTSOURCING,1,qvLEMPos3o4,0,1,0,0
USSEN/RI WHITEHOUSE PELL GRANTS,1,nDidx9Xxayo,0,1,0,0
USSEN/RI WHITEHOUSE SACRED PROMISE REV,1,9bBDTS6FGTo,0,1,0,0
USSEN/RI WHITEHOUSE STORIES OF RI 60,1,TyEbCUGTnEw,0,1,0,0
USSEN/SC GRAHAM BEST EXPERIENCE OF MY LIFE,1,cVfZ0EbUpK8,0,1,0,0
USSEN/SC GRAHAM PROVEN CONSERVATIVE LEADER,1,OF0HH_aA1AA,0,1,0,0
USSEN/SC HUTTO HEADLINES,1,PhQTgegprZk,0,1,0,0
USSEN/SC HUTTO LISTENING,1,W_QKJGphaQo,1,1,0,0
USSEN/SD ROUNDS HOMESTAKE LAB,0,JZYKGic1-Yo,0,1,0,0
USSEN/SD ROUNDS KEY ISSUES 60,0,kwhJ8wWrsCk,0,1,1,0
USSEN/SD ROUNDS OUR VALUES AND KEYSTONE,1,rLyyfsb3-ik,1,0,1,1
USSEN/SD ROUNDS PROTECT SOUTH DAKOTA,1,mONmV9vwzNU,0,1,0,0
USSEN/SD ROUNDS SHAME ON RICK,1,dBYBIE_MK6E,1,0,0,1
USSEN/SD ROUNDS THAT'S ALL THEY'VE GOT 60,1,y8obbOQi0lM,0,1,0,0
USSEN/SD ROUNDS THUNE SUPPORTS ROUNDS,0,CCt1ugS-9l4,0,1,1,0
USSEN/SD ROUNDS TRUST,1,fxP92mc2xn0,0,1,1,1
USSEN/SD ROUNDS VETERANS,1,eL6AiJZclew,0,1,1,0
USSEN/SD ROUNDS WORK ETHIC,1,bMpIikYOkrQ,0,1,0,0
USSEN/SD ROUNDS&NRSC WHO WE SEND,0,KYRJ3ehVi1Y,1,0,0,1
USSEN/SD WEILAND HARD WORK,1,6DFRIM-suXI,0,1,1,0
USSEN/SD WEILAND HEADLINES 15,1,TwDM0XIBgqA,1,0,0,1
USSEN/SD WEILAND INCREDIBLY FAST 15,1,zzqHGEeBTLY,0,1,1,0
USSEN/SD WEILAND INCREDIBLY FAST 15 2,1,CRySuHUWvNU,0,1,1,0
USSEN/SD WEILAND MIDDLE CLASS,1,0TZZj_pq1b8,0,1,0,0
USSEN/SD WEILAND MY NAME IS,0,1ABR_fapWLU,0,1,0,0
USSEN/SD WEILAND REST OF US,1,pdvcE-WMrqw,0,1,0,0
USSEN/TN ALEXANDER I'VE SEEN WHAT CAN HAPPEN,1,plzj8XC3ges,0,1,1,0
USSEN/TN ALEXANDER SERIOUS TIMES,1,CCm2UN57RqQ,0,1,1,0
USSEN/TN ALEXANDER SLICK TALK,1,fGUjeQ1x8v0,1,0,0,1
USSEN/TN ALEXANDER VOTE FOR A NEW SENATE MAJORITY,1,f4dZJGGyFh0,0,1,1,0
USSEN/TN BALL OUT OF TUNE,1,uVEVxZLoNkE,0,1,0,1
USSEN/TX CRUZ LAND OF OPPORTUNITY,1,W9qUiCw4QNs,0,1,1,1
USSEN/TX CRUZ THE AMERICAN DREAM,1,e66tJxvInzE,0,1,1,0
USSEN/TX SADLER TEA PARTY SENATE SEAT,0,VBALvQ25xPE,0,1,0,0
USSEN/UT HATCH AT A CROSSROADS 60 REV,0,fs9noqfkXgo,0,1,0,0
USSEN/UT HATCH ROMNEY ENDORSEMENT 60 3,1,B-rDqJ57itg,1,0,0,0
USSEN/VA ALLEN AMERICA AT A CROSSROADS,1,L86yeztK4Bg,0,1,1,0
USSEN/VA ALLEN COAL QUOTES,0,jx7sPWWiaUY,0,1,1,1
USSEN/VA ALLEN COAL REGULATIONS,1,-de9Pr2k5-k,0,0,0,0
USSEN/VA ALLEN COAL REGULATIONS 2,1,NSfnzrGl1lg,1,0,0,0
USSEN/VA ALLEN DEATH BENEFITS,0,1cfc3VD2Y9c,0,1,1,0
USSEN/VA ALLEN DEFENSE CUTS,0,Th586XLig_o,0,1,0,0
USSEN/VA ALLEN DEVASTATING,1,KjtSjw5Ju7o,1,1,0,1
USSEN/VA ALLEN DIVISIONS IN WASHINGTON,1,Lk-BJjxvrak,0,1,1,0
USSEN/VA ALLEN KAY COLES JAMES,1,jD_CF_P6XbI,0,1,0,0
USSEN/VA ALLEN RHONDA WINFIELD 60,1,3xvFzq90Dd0,0,1,1,0
USSEN/VA DSCC&KAINE PATRIOTISM AND UNITY,0,ykGjZRPFSxc,0,1,0,0
USSEN/VA KAINE LEAD BY EXAMPLE,1,5s-2RuZ-OVM,0,1,1,0
USSEN/VA KAINE MORE PARTNERSHIP,1,I8HH7lz0aOc,0,1,0,0
USSEN/VA WARNER DISGRACEFUL,1,tBSL_qh_Hd0,1,0,0,1
USSEN/VA WARNER ENRON,1,OZ2aRBhntgg,1,0,0,1
USSEN/VA WARNER GO HOKIES,1,sBDKFynVN4s,0,1,0,0
USSEN/VA WARNER INSOURCING,1,uen_YStIIyw,0,1,0,0
USSEN/VA WARNER JOHN WARNER,1,JkMRZLmIuXI,0,1,0,0
USSEN/VA WARNER NEXT GENERATION,1,x97zqmSwcH0,0,1,0,1
USSEN/VA WARNER PROBLEM SOLVER 60,1,7j1jnYgiLbk,0,1,0,0
USSEN/VA WARNER STRONGER,1,K_ItfxwEwmo,0,1,0,0
USSEN/VA WARNER SUPER LOBBYIST,1,gIxFcBSCHDo,1,0,1,1
USSEN/VA WARNER TRUTH,1,B1lC7FA74Sg,1,1,0,1
USSEN/VA WARNER VETERANS,1,iPRLyikAjB0,0,1,0,1
USSEN/VA WARNER YOU ALREADY KNOW,1,X3XJLk2asYc,1,0,0,1
USSEN/WA CANTWELL AEROSPACE INDUSTRY REV,1,R8KV3mh9sp8,0,1,0,0
USSEN/WA CANTWELL KEYS TO SUCCESS,1,_xqGsow5paI,0,1,0,0
USSEN/WI BALDWIN ALWAYS STAND UP FOR YOU,1,R_O59V0FWvs,0,1,0,0
USSEN/WI BALDWIN BEHIND CLOSED DOORS,0,rLDSVvrdXmI,1,0,0,1
USSEN/WI BALDWIN BUFFETT RULE,1,NWQi40FVbho,1,0,0,1
USSEN/WI BALDWIN CLINTON ENDORSEMENT,1,-z_avpyd0j0,0,0,1,1
USSEN/WI BALDWIN COLLEGE AID,0,1goue4eiFmI,0,0,1,1
USSEN/WI BALDWIN DISGRACE,1,5bwR2e7eCZM,0,0,1,1
USSEN/WI BALDWIN NEWSPAPER ENDORSEMENTS,0,cakPpQu51s0,1,1,0,1
USSEN/WI BALDWIN NOT FOR YOU ANYMORE,1,1XeNgesMpA8,1,1,0,1
USSEN/WI BALDWIN NOT FOR YOU ANYMORE 2,1,7ihWIy1YiSg,1,0,0,1
USSEN/WI BALDWIN NOT FOR YOU ANYMORE 3,1,cTGFrUk1-k4,1,0,0,1
USSEN/WI BALDWIN OUTSOURCING,1,VRABUyZQngI,0,1,0,0
USSEN/WI BALDWIN SWEETHEART DEAL,0,gedxPcBeQr0,1,1,0,1
USSEN/WI BALDWIN TOMMY INC,1,K1OtwbGQR7s,1,0,0,1
USSEN/WI BALDWIN WHAT'S HAPPENED,1,xhZyrE3o4Ng,1,0,0,1
USSEN/WI BALDWIN&DSCC TAX RETURNS,1,nvpAsrw0DYs,1,0,0,1
USSEN/WV CAPITO BIGGEST FAN,1,fhMHBVM7g8E,1,0,0,1
USSEN/WV CAPITO EVERYDAY,1,69qm8Op-dIo,0,1,0,1
USSEN/WV CAPITO FIGHTING FOR THE HOME TEAM,0,3EKJCEgs_Ys,0,1,1,1
USSEN/WV CAPITO MEDALS,1,YEV3zyV3ihc,0,1,0,0
USSEN/WV CAPITO NEVER EVER,1,gdhRcZdUVJk,1,0,0,1
USSEN/WV CAPITO WELCOME SIGN,1,B6YJ3cXazGY,0,1,0,0
USSEN/WV CAPITO WHAT I HEAR,1,v12bCMJOu3k,0,1,1,0
USSEN/WV MANCHIN CAP AND TRADE BILL,0,yKYXr1P7h-g,0,1,0,0
USSEN/WV MANCHIN COUNTRY BEFORE POLITICS,0,1fFdgYls31o,0,1,0,0
USSEN/WV MANCHIN HAIRCUT,1,PpTpz-9Ustw,0,1,0,0
USSEN/WV MANCHIN HONOR AND DIGNITY,1,v0B2vI_7AeQ,0,1,0,0
USSEN/WV RAESE CAP AND TRADE BILL,0,IZiC88UI8lk,1,1,0,1
USSEN/WV RAESE GANG OF FOUR,1,JkE0dEIT8xA,1,0,0,1
USSEN/WV RAESE JANE,1,AUYY_H3NIus,0,1,0,0
USSEN/WV RAESE MOST IMPORTANT ELECTION,1,tieNWv0UaRk,0,1,0,0
USSEN/WV TENNANT COURTHOUSE,1,cNo9rZ8YpA8,0,1,0,1
USSEN/WV TENNANT DELANEY'S STORY,1,k9m2DaUrry4,0,0,1,1
USSEN/WV TENNANT WALL STREET'S SECRET WEAPON,1,G02lUlkTVgY,1,0,0,1
USSEN/WV TENNANT WHAT DO WE KNOW,1,BI_YsHRdp0g,1,0,0,1
