creative,uid,train,music1,music2,music3,music4
USSEN/NM WEH NEGATIVE ATTACKS 15,LUjcvsXrWCI,1,0,0,1,1
USSEN/NM WEH RESTORING LEADERSHIP,ICrfQLVyeCo,1,1,1,0,1
USSEN/NM WEH SO WHAT,fxTCP1T7cjo,1,0,0,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,1,0,0,1,1
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,1,1,0,0,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,1,1,0,0,1
USSEN/NM WEH WHAT DOES THAT TELL YOU 15,xilEuODUiWc,0,0,0,0,1
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,1,1,0,0,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,0,0,1,0,0
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,1,0,1,0,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,1,1,0,1,0
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,0,0,1,0,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,0,1,0,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,0,0,1,0,0
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,1,0,1,0,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,1,1,0,1,1
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,1,1,0,0,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,1,0,1,0,0
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,1,0,0,1,0
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,0,0,0,1,1
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,1,0,0,1,1
USSEN/NM WILSON THE WASHINGTON DIRECTION,BdyYyMETGjA,1,1,0,0,1
USSEN/NM WILSON WALL STREET BONUSES,nHlgrCSedpE,1,1,0,1,1
USSEN/NV BERKLEY NEVER BEEN FOR YOU,kOZ-AwWSc3Q,1,1,0,0,1
USSEN/NV BERKLEY REALLY NOT FOR YOU,eQfK8x6qR4A,1,1,1,1,1
USSEN/NV BERKLEY STRENGTHENED MEDICARE,PXToogaNIio,1,1,1,0,1
USSEN/NV BERKLEY TWISTED AND NOT TRUE,JO5i4LAnESw,0,1,1,0,1
USSEN/NY GILLIBRAND 9-11 HEALTH BILL,Hs_zvj5H7Ns,1,0,1,1,0
USSEN/NY GILLIBRAND EXACT SAME RULES,3W3GiJatLg4,0,0,1,0,0
USSEN/NY GILLIBRAND MANUFACTURING PLANTS,4z_KA8VScos,1,0,1,0,0
USSEN/NY GILLIBRAND REBUILD OUR ECONOMY,U8iVTQRa3es,1,0,1,0,0
USSEN/NY GILLIBRAND WOMEN'S ISSUES,WMp6bIu4oHY,1,0,1,0,0
USSEN/OH BROWN A REAL CHOICE,YCphesc_LLM,0,1,0,0,1
USSEN/OH BROWN BOTH FROM OHIO,uebRNfk5td4,1,0,1,0,0
USSEN/OH BROWN DISPATCH ENDORSEMENT,OwkSYQVgvZs,1,0,1,0,1
USSEN/OH BROWN ENQUIRER ENDORSEMENT,AmPcVYnCy30,1,0,1,0,0
USSEN/OH BROWN FAIR CHINA TRADE,1k9z7WwaJQY,1,0,1,0,0
USSEN/OH BROWN JOHN BETTS 60,RxZTZuVuVak,1,0,0,1,1
USSEN/OH BROWN JOHN GLENN ENDORSEMENT,GBlJvSqgVHo,0,0,1,1,1
USSEN/OH MANDEL ABSENTEE SENATOR,M0SGsDB0Hfc,0,1,1,0,1
USSEN/OH MANDEL DEAD WRONG,goa5HYWQDBo,0,0,1,0,0
USSEN/OH MANDEL FALSE DECEIVING DISHONEST,LJBp5dAEMck,1,1,1,0,1
USSEN/OH MANDEL NOT PAYING HIS TAXES,BrjhDx8Ooxk,0,1,0,0,1
USSEN/OH MANDEL THE REAL MANDEL,LV65bydhoCU,1,0,1,0,0
USSEN/OH MANDEL TIME FOR A CHANGE,GNIfjJUZxFU,1,1,1,0,1
USSEN/OK INHOFE AIR,z0Xl1UFaUpg,1,0,1,0,0
USSEN/OK INHOFE DEEDS 60,N9P7qI5H56g,1,0,1,1,0
USSEN/OK INHOFE FLIGHT,jOSL-O8hM3o,1,0,1,0,0
USSEN/OK INHOFE LONG CAMPAIGN,GVpvG3tMAHY,1,0,1,1,0
USSEN/OR MERKLEY FIGHTER,1rIiBOQB9SM,1,0,1,1,1
USSEN/OR MERKLEY FIRST,jWqveyTo0lA,0,0,1,0,0
USSEN/OR MERKLEY GARAGE,l_fb28L3x2Y,1,0,1,0,1
USSEN/OR MERKLEY HANDS,VP_7GF1mdXY,1,0,1,0,0
USSEN/OR MERKLEY MILLIONS,CtK5mr63PaE,1,1,0,1,1
USSEN/OR MERKLEY ON OUR SIDE,zEafzuHDbNY,1,1,1,1,1
USSEN/OR MERKLEY VALUES,Algbk5SA9Qg,1,0,1,0,0
USSEN/OR MERKLEY WORD FOR WORD,YUtHaHYb8IQ,1,0,0,1,1
USSEN/OR WEHBY ACCOUNTABILITY,B50HvR0x3Bw,1,0,1,0,0
USSEN/OR WEHBY BEN WEST,qAQ6fH1CFwg,1,0,1,1,0
USSEN/OR WEHBY DO WHAT'S RIGHT,1AP93RFsVDI,1,1,1,0,0
USSEN/PA CASEY COMPLETELY FALSE,IcMb5M3-kSA,1,0,1,0,1
USSEN/PA CASEY DEFENSE CONTRACTORS 60,-HbCGg6dUmU,1,0,1,1,1
USSEN/PA CASEY MILITARY STEEL,Vt2ZffE05cc,0,0,1,0,0
USSEN/PA CASEY WHEN I WAS A KID,SliqJpKqldA,0,0,1,0,0
USSEN/PA NRSC&SMITH RECORD OF FAILURE,PJ5R7CRXEz8,1,0,1,0,0
USSEN/PA SMITH FAILED CAREER POLITICIAN,yP4uHMHe3_M,1,1,1,0,1
USSEN/PA SMITH FED UP,s5hAzjyrBYY,1,0,1,0,0
USSEN/PA SMITH NOT TRUE,Lkq6he8oGRM,1,1,1,0,1
USSEN/PA SMITH PLAN,RN0Oy7wmFpI,1,0,1,0,1
USSEN/PA SMITH PROTECT SS AND MEDICARE,7jTednijVcs,1,1,1,1,1
USSEN/PA SMITH WAR ON COAL,gdmvY9bkxGc,1,0,1,1,0
USSEN/RI HINCKLEY HUNDREDS OF JOBS,vxS0DeazBW0,0,1,1,0,1
USSEN/RI HINCKLEY INSIDER TRADING,aX_EQYEyygE,0,1,0,0,1
USSEN/RI HINCKLEY MORE JOBS LESS POLITICS,GXnV13XyxRI,1,0,1,0,0
USSEN/RI REED SERVICE 60,7ojkh2Rv7F0,0,0,1,0,0
USSEN/RI REED STUDENT LOANS,SzR_hG-POy8,0,0,1,0,0
USSEN/RI REED SUBS,Q-zkImVYLfo,1,0,1,0,0
USSEN/RI WHITEHOUSE MEDICARE CUTS,G5OhiTWKvJc,1,0,1,0,0
USSEN/RI WHITEHOUSE NEVER STOPPED 60,kKEpfBZxJjE,1,0,1,0,0
USSEN/RI WHITEHOUSE OUTSOURCING,qvLEMPos3o4,1,0,1,0,0
USSEN/RI WHITEHOUSE PELL GRANTS,nDidx9Xxayo,1,0,1,0,0
USSEN/RI WHITEHOUSE SACRED PROMISE REV,9bBDTS6FGTo,1,0,1,0,0
USSEN/RI WHITEHOUSE STORIES OF RI 60,TyEbCUGTnEw,1,0,1,0,0
USSEN/SC GRAHAM BEST EXPERIENCE OF MY LIFE,cVfZ0EbUpK8,1,0,1,0,1
USSEN/SC GRAHAM PROVEN CONSERVATIVE LEADER,OF0HH_aA1AA,1,0,1,0,0
USSEN/SC HUTTO HEADLINES,PhQTgegprZk,1,0,1,0,0
USSEN/SC HUTTO LISTENING,W_QKJGphaQo,1,1,1,0,0
USSEN/SD ROUNDS HOMESTAKE LAB,JZYKGic1-Yo,0,0,1,0,0
USSEN/SD ROUNDS KEY ISSUES 60,kwhJ8wWrsCk,0,0,1,1,0
USSEN/SD ROUNDS OUR VALUES AND KEYSTONE,rLyyfsb3-ik,1,1,0,1,1
USSEN/SD ROUNDS PROTECT SOUTH DAKOTA,mONmV9vwzNU,1,0,1,0,0
USSEN/SD ROUNDS SHAME ON RICK,dBYBIE_MK6E,1,1,0,0,1
USSEN/SD ROUNDS THAT'S ALL THEY'VE GOT 60,y8obbOQi0lM,1,0,1,0,0
USSEN/SD ROUNDS THUNE SUPPORTS ROUNDS,CCt1ugS-9l4,0,0,1,1,0
USSEN/SD ROUNDS TRUST,fxP92mc2xn0,1,0,1,1,1
USSEN/SD ROUNDS VETERANS,eL6AiJZclew,1,0,1,1,0
USSEN/SD ROUNDS WORK ETHIC,bMpIikYOkrQ,1,0,1,0,0
USSEN/SD ROUNDS&NRSC WHO WE SEND,KYRJ3ehVi1Y,0,1,0,0,1
USSEN/SD WEILAND HARD WORK,6DFRIM-suXI,1,0,1,1,0
USSEN/SD WEILAND HEADLINES 15,TwDM0XIBgqA,1,1,0,0,1
USSEN/SD WEILAND INCREDIBLY FAST 15,zzqHGEeBTLY,1,0,1,1,0
USSEN/SD WEILAND INCREDIBLY FAST 15 2,CRySuHUWvNU,1,0,1,1,0
USSEN/SD WEILAND MIDDLE CLASS,0TZZj_pq1b8,1,0,1,0,0
USSEN/SD WEILAND MY NAME IS,1ABR_fapWLU,0,0,1,0,0
USSEN/SD WEILAND REST OF US,pdvcE-WMrqw,1,0,1,0,0
USSEN/TN ALEXANDER I'VE SEEN WHAT CAN HAPPEN,plzj8XC3ges,1,0,1,1,0
USSEN/TN ALEXANDER SERIOUS TIMES,CCm2UN57RqQ,1,0,1,1,0
USSEN/TN ALEXANDER SLICK TALK,fGUjeQ1x8v0,1,1,0,0,1
USSEN/TN ALEXANDER VOTE FOR A NEW SENATE MAJORITY,f4dZJGGyFh0,1,0,1,1,0
USSEN/TN BALL OUT OF TUNE,uVEVxZLoNkE,1,0,1,0,1
USSEN/TX CRUZ LAND OF OPPORTUNITY,W9qUiCw4QNs,1,0,1,1,1
USSEN/TX CRUZ THE AMERICAN DREAM,e66tJxvInzE,1,0,1,1,0
USSEN/TX SADLER TEA PARTY SENATE SEAT,VBALvQ25xPE,0,0,1,0,0
USSEN/UT HATCH AT A CROSSROADS 60 REV,fs9noqfkXgo,0,0,1,0,0
USSEN/UT HATCH ROMNEY ENDORSEMENT 60 3,B-rDqJ57itg,1,1,0,0,0
USSEN/VA ALLEN AMERICA AT A CROSSROADS,L86yeztK4Bg,1,0,1,1,0
USSEN/VA ALLEN COAL QUOTES,jx7sPWWiaUY,0,0,1,1,1
USSEN/VA ALLEN COAL REGULATIONS,-de9Pr2k5-k,1,0,0,0,0
USSEN/VA ALLEN COAL REGULATIONS 2,NSfnzrGl1lg,1,1,0,0,0
USSEN/VA ALLEN DEATH BENEFITS,1cfc3VD2Y9c,0,0,1,1,0
USSEN/VA ALLEN DEFENSE CUTS,Th586XLig_o,0,0,1,0,0
USSEN/VA ALLEN DEVASTATING,KjtSjw5Ju7o,1,1,1,0,1
USSEN/VA ALLEN DIVISIONS IN WASHINGTON,Lk-BJjxvrak,1,0,1,1,0
USSEN/VA ALLEN KAY COLES JAMES,jD_CF_P6XbI,1,0,1,0,0
USSEN/VA ALLEN RHONDA WINFIELD 60,3xvFzq90Dd0,1,0,1,1,0
USSEN/VA DSCC&KAINE PATRIOTISM AND UNITY,ykGjZRPFSxc,0,0,1,0,0
USSEN/VA KAINE LEAD BY EXAMPLE,5s-2RuZ-OVM,1,0,1,1,0
USSEN/VA KAINE MORE PARTNERSHIP,I8HH7lz0aOc,1,0,1,0,0
USSEN/VA WARNER DISGRACEFUL,tBSL_qh_Hd0,1,1,0,0,1
USSEN/VA WARNER ENRON,OZ2aRBhntgg,1,1,0,0,1
USSEN/VA WARNER GO HOKIES,sBDKFynVN4s,1,0,1,0,0
USSEN/VA WARNER INSOURCING,uen_YStIIyw,1,0,1,0,0
USSEN/VA WARNER JOHN WARNER,JkMRZLmIuXI,1,0,1,0,0
USSEN/VA WARNER NEXT GENERATION,x97zqmSwcH0,1,0,1,0,1
USSEN/VA WARNER PROBLEM SOLVER 60,7j1jnYgiLbk,1,0,1,0,0
USSEN/VA WARNER STRONGER,K_ItfxwEwmo,1,0,1,0,0
USSEN/VA WARNER SUPER LOBBYIST,gIxFcBSCHDo,1,1,0,0,1
USSEN/VA WARNER TRUTH,B1lC7FA74Sg,1,1,1,0,1
USSEN/VA WARNER VETERANS,iPRLyikAjB0,1,0,1,0,1
USSEN/VA WARNER YOU ALREADY KNOW,X3XJLk2asYc,1,1,0,0,1
USSEN/WA CANTWELL AEROSPACE INDUSTRY REV,R8KV3mh9sp8,1,0,1,0,0
USSEN/WA CANTWELL KEYS TO SUCCESS,_xqGsow5paI,1,0,1,0,0
USSEN/WI BALDWIN ALWAYS STAND UP FOR YOU,R_O59V0FWvs,1,0,1,0,0
USSEN/WI BALDWIN BEHIND CLOSED DOORS,rLDSVvrdXmI,0,1,0,0,1
USSEN/WI BALDWIN BUFFETT RULE,NWQi40FVbho,1,1,0,0,1
USSEN/WI BALDWIN CLINTON ENDORSEMENT,-z_avpyd0j0,1,0,0,1,0
USSEN/WI BALDWIN COLLEGE AID,1goue4eiFmI,0,0,0,1,1
USSEN/WI BALDWIN DISGRACE,5bwR2e7eCZM,1,0,0,1,1
USSEN/WI BALDWIN NEWSPAPER ENDORSEMENTS,cakPpQu51s0,0,1,1,0,1
USSEN/WI BALDWIN NOT FOR YOU ANYMORE,1XeNgesMpA8,1,1,1,0,0
USSEN/WI BALDWIN NOT FOR YOU ANYMORE 2,7ihWIy1YiSg,1,1,0,0,1
USSEN/WI BALDWIN NOT FOR YOU ANYMORE 3,cTGFrUk1-k4,1,1,0,0,1
USSEN/WI BALDWIN OUTSOURCING,VRABUyZQngI,1,0,1,0,0
USSEN/WI BALDWIN SWEETHEART DEAL,gedxPcBeQr0,0,1,1,0,1
USSEN/WI BALDWIN TOMMY INC,K1OtwbGQR7s,1,1,0,0,1
USSEN/WI BALDWIN WHAT'S HAPPENED,xhZyrE3o4Ng,1,1,0,0,1
USSEN/WI BALDWIN&DSCC TAX RETURNS,nvpAsrw0DYs,1,1,0,0,1
USSEN/WV CAPITO BIGGEST FAN,fhMHBVM7g8E,1,1,0,0,1
USSEN/WV CAPITO EVERYDAY,69qm8Op-dIo,1,0,1,0,1
USSEN/WV CAPITO FIGHTING FOR THE HOME TEAM,3EKJCEgs_Ys,0,0,1,1,1
USSEN/WV CAPITO MEDALS,YEV3zyV3ihc,1,0,1,0,0
USSEN/WV CAPITO NEVER EVER,gdhRcZdUVJk,1,1,0,0,1
USSEN/WV CAPITO WELCOME SIGN,B6YJ3cXazGY,1,0,1,0,0
USSEN/WV CAPITO WHAT I HEAR,v12bCMJOu3k,1,0,1,1,0
USSEN/WV MANCHIN CAP AND TRADE BILL,yKYXr1P7h-g,0,0,1,0,0
USSEN/WV MANCHIN COUNTRY BEFORE POLITICS,1fFdgYls31o,0,0,1,0,0
USSEN/WV MANCHIN HAIRCUT,PpTpz-9Ustw,1,0,1,0,0
USSEN/WV MANCHIN HONOR AND DIGNITY,v0B2vI_7AeQ,1,0,1,0,0
USSEN/WV RAESE CAP AND TRADE BILL,IZiC88UI8lk,0,1,1,0,1
USSEN/WV RAESE GANG OF FOUR,JkE0dEIT8xA,1,1,0,0,1
USSEN/WV RAESE JANE,AUYY_H3NIus,1,0,1,0,0
USSEN/WV RAESE MOST IMPORTANT ELECTION,tieNWv0UaRk,1,0,1,0,0
USSEN/WV TENNANT COURTHOUSE,cNo9rZ8YpA8,1,0,1,0,1
USSEN/WV TENNANT DELANEY'S STORY,k9m2DaUrry4,1,0,0,1,1
USSEN/WV TENNANT WALL STREET'S SECRET WEAPON,G02lUlkTVgY,1,1,0,0,1
USSEN/WV TENNANT WHAT DO WE KNOW,BI_YsHRdp0g,1,1,0,0,1
